symbol,timeframe,zone_type,entry_time,strength_remark,status,Diff %
HINDZINC,15,supply,2025-12-29 10:45:00,Strong,"TESTED, NOT BROKEN",3.34
IRFC,15,demand,2025-12-30 15:00:00,Strong,"TESTED, NOT BROKEN",3.36
PPLPHARMA,30,demand,2026-01-02 11:15:00,Strong,UNTESTED,3.37
HINDALCO,15,demand,2026-01-02 09:30:00,Explosive,UNTESTED,3.41
HINDALCO,30,demand,2026-01-02 09:45:00,Explosive,UNTESTED,3.41
BIKAJI,15,supply,2025-12-30 15:00:00,Strong,UNTESTED,3.46
SYRMA,15,demand,2025-12-30 09:45:00,Strong,"TESTED, NOT BROKEN",3.46
POLICYBZR,30,supply,2025-12-31 09:45:00,Explosive,UNTESTED,3.47
POLICYBZR,15,supply,2025-12-31 09:30:00,Explosive,UNTESTED,3.47
KARURVYSYA,30,demand,2026-01-01 12:45:00,Explosive,UNTESTED,3.48
ADANIENSOL,15,demand,2025-12-31 14:00:00,Strong,"TESTED, NOT BROKEN",3.48
GODREJPROP,15,demand,2025-12-31 10:30:00,Strong,"TESTED, NOT BROKEN",3.49
MRPL,15,supply,2025-12-31 14:30:00,Strong,UNTESTED,3.49
SBICARD,15,demand,2025-12-31 10:45:00,Moderate,UNTESTED,3.5
CHOLAFIN,30,demand,2026-01-01 15:15:00,Strong,"TESTED, NOT BROKEN",3.5
JINDALSAW,15,demand,2025-12-31 09:30:00,Explosive,UNTESTED,3.54
KPITTECH,30,supply,2025-12-29 10:45:00,Moderate,UNTESTED,3.55
SBIN,30,demand,2025-12-30 13:45:00,Moderate,UNTESTED,3.56
ABCAPITAL,15,demand,2025-12-30 13:00:00,Moderate,"TESTED, NOT BROKEN",3.57
PFC,15,demand,2026-01-02 09:15:00,Strong,UNTESTED,3.6
PFC,30,demand,2026-01-02 09:15:00,Strong,UNTESTED,3.6
INDUSINDBK,30,demand,2026-01-01 10:45:00,Strong,UNTESTED,3.66
OIL,15,demand,2025-12-31 09:30:00,Explosive,UNTESTED,3.67
FORTIS,15,demand,2026-01-01 10:45:00,Moderate,"TESTED, NOT BROKEN",3.67
INDUSINDBK,15,demand,2026-01-01 10:45:00,Explosive,UNTESTED,3.67
IRCON,15,demand,2025-12-31 09:30:00,Explosive,UNTESTED,3.67
ADANIENSOL,15,demand,2025-12-31 10:15:00,Strong,"TESTED, NOT BROKEN",3.68
SWSOLAR,15,demand,2025-12-31 09:30:00,Explosive,UNTESTED,3.74
ACMESOLAR,15,demand,2025-12-29 10:30:00,Strong,"TESTED, NOT BROKEN",3.74
CONCOR,15,demand,2025-12-26 10:30:00,Strong,UNTESTED,3.76
PRESTIGE,30,demand,2025-12-30 14:45:00,Moderate,UNTESTED,3.76
AXISBANK,15,demand,2025-12-29 11:00:00,Strong,UNTESTED,3.79
ANGELONE,15,supply,2025-12-29 09:30:00,Explosive,"TESTED, NOT BROKEN",3.84
HBLENGINE,15,demand,2025-12-29 09:30:00,Explosive,"TESTED, NOT BROKEN",3.95
BANKINDIA,15,demand,2025-12-31 15:00:00,Strong,"TESTED, NOT BROKEN",4.01
IDBI,30,demand,2026-01-02 13:15:00,Moderate,UNTESTED,4.04
GRSE,30,supply,2025-12-29 11:45:00,Strong,UNTESTED,4.08
DBREALTY,15,demand,2025-12-30 12:30:00,Strong,"TESTED, NOT BROKEN",4.1
TMPV,15,demand,2025-12-26 15:00:00,Explosive,UNTESTED,4.14
SYRMA,30,demand,2025-12-30 09:45:00,Explosive,"TESTED, NOT BROKEN",4.17
BDL,15,demand,2025-12-30 12:45:00,Moderate,UNTESTED,4.18
KARURVYSYA,30,demand,2025-12-31 10:15:00,Moderate,"TESTED, NOT BROKEN",4.32
HINDALCO,15,demand,2026-01-01 11:00:00,Moderate,UNTESTED,4.34
PNBHOUSING,15,demand,2026-01-01 09:45:00,Moderate,UNTESTED,4.39
NATIONALUM,15,demand,2026-01-02 09:30:00,Explosive,UNTESTED,4.45
PGEL,30,demand,2026-01-01 15:15:00,Strong,UNTESTED,4.46
SBICARD,15,demand,2025-12-30 15:15:00,Strong,UNTESTED,4.48
PFC,30,demand,2026-01-01 13:45:00,Moderate,UNTESTED,4.61
SBICARD,30,demand,2025-12-30 14:15:00,Strong,"TESTED, NOT BROKEN",4.65
SBICARD,15,demand,2025-12-30 14:00:00,Strong,"TESTED, NOT BROKEN",4.66
TATAPOWER,15,demand,2025-12-31 09:30:00,Explosive,UNTESTED,4.72
TATASTEEL,30,demand,2025-12-30 13:45:00,Strong,UNTESTED,4.73
ASHOKLEY,30,demand,2026-01-01 09:45:00,Explosive,UNTESTED,4.81
PNB,15,demand,2025-12-29 11:45:00,Explosive,"TESTED, NOT BROKEN",4.86
OIL,30,demand,2025-12-30 13:45:00,Explosive,UNTESTED,4.89
ELGIEQUIP,30,demand,2025-12-30 11:45:00,Explosive,UNTESTED,4.89
CHOLAFIN,15,demand,2025-12-31 10:15:00,Strong,"TESTED, NOT BROKEN",5.09
ASHOKLEY,15,demand,2026-01-01 09:30:00,Explosive,UNTESTED,5.1
REDINGTON,30,demand,2025-12-30 13:45:00,Explosive,UNTESTED,5.19
OIL,30,demand,2025-12-30 09:45:00,Explosive,UNTESTED,5.2
JSWENERGY,15,demand,2026-01-01 09:45:00,Strong,UNTESTED,5.28
TORNTPOWER,30,demand,2026-01-02 09:45:00,Strong,UNTESTED,5.31
HINDPETRO,15,demand,2025-12-31 09:30:00,Strong,UNTESTED,5.33
REDINGTON,15,demand,2025-12-30 13:45:00,Explosive,UNTESTED,5.35
PNBHOUSING,15,demand,2025-12-31 13:00:00,Moderate,"TESTED, NOT BROKEN",5.45
IREDA,15,demand,2026-01-01 15:00:00,Strong,"TESTED, NOT BROKEN",5.59
TATASTEEL,15,demand,2025-12-30 12:45:00,Explosive,UNTESTED,5.61
SAMMAANCAP,15,demand,2025-12-29 09:45:00,Moderate,"TESTED, NOT BROKEN",5.64
TATASTEEL,30,demand,2025-12-30 12:45:00,Explosive,UNTESTED,5.65
CHOLAFIN,30,demand,2025-12-30 14:15:00,Strong,UNTESTED,5.67
ANANTRAJ,30,demand,2026-01-02 09:15:00,Moderate,"TESTED, NOT BROKEN",5.99
LTF,15,demand,2025-12-30 13:45:00,Strong,UNTESTED,6.0
KARURVYSYA,30,demand,2025-12-30 14:45:00,Explosive,UNTESTED,6.44
JSWENERGY,15,demand,2025-12-31 12:15:00,Strong,UNTESTED,6.45
ANANTRAJ,30,demand,2026-01-01 09:45:00,Strong,"TESTED, NOT BROKEN",6.47
CESC,15,demand,2025-12-30 10:30:00,Moderate,"TESTED, NOT BROKEN",6.49
IIFL,30,demand,2025-12-31 10:45:00,Strong,"TESTED, NOT BROKEN",6.51
BANKBARODA,15,demand,2025-12-30 10:15:00,Strong,UNTESTED,6.66
GUJGASLTD,30,demand,2025-12-31 10:45:00,Moderate,UNTESTED,6.9
COALINDIA,30,demand,2026-01-02 09:45:00,Explosive,UNTESTED,6.96
IIFL,15,demand,2025-12-31 10:45:00,Explosive,UNTESTED,6.98
COALINDIA,15,demand,2026-01-02 09:30:00,Explosive,UNTESTED,7.14
TORNTPOWER,15,demand,2026-01-01 11:15:00,Explosive,UNTESTED,7.16
JINDALSTEL,15,demand,2025-12-30 12:45:00,Strong,UNTESTED,7.17
JSWSTEEL,15,demand,2025-12-30 13:30:00,Explosive,UNTESTED,7.45
JSWSTEEL,30,demand,2025-12-30 13:45:00,Explosive,UNTESTED,7.45
ITC,15,supply,2026-01-01 11:00:00,Strong,UNTESTED,7.49
ITC,30,supply,2026-01-01 11:15:00,Explosive,UNTESTED,7.49
BHEL,30,demand,2025-12-30 11:15:00,Moderate,UNTESTED,7.67
COALINDIA,30,demand,2025-12-31 09:45:00,Strong,"TESTED, NOT BROKEN",7.72
COALINDIA,15,demand,2025-12-31 09:30:00,Explosive,"TESTED, NOT BROKEN",7.72
GMDCLTD,15,demand,2025-12-26 12:00:00,Explosive,"TESTED, NOT BROKEN",7.8
ANANTRAJ,30,demand,2025-12-31 10:45:00,Explosive,UNTESTED,7.85
JSWSTEEL,15,demand,2025-12-26 12:15:00,Strong,"TESTED, NOT BROKEN",8.03
GPIL,15,demand,2025-12-26 12:00:00,Strong,"TESTED, NOT BROKEN",8.06
ASHOKLEY,15,demand,2025-12-29 14:00:00,Strong,"TESTED, NOT BROKEN",8.1
IDBI,15,demand,2026-01-02 11:30:00,Explosive,UNTESTED,8.12
INDIANB,15,demand,2025-12-30 11:15:00,Strong,UNTESTED,8.14
TARIL,15,demand,2026-01-02 10:45:00,Explosive,UNTESTED,8.2
RECLTD,15,demand,2025-12-31 09:30:00,Explosive,UNTESTED,8.24
JINDALSTEL,15,demand,2025-12-30 10:15:00,Strong,UNTESTED,8.5
JSWENERGY,15,demand,2025-12-31 09:30:00,Explosive,UNTESTED,8.57
NTPC,30,demand,2025-12-30 13:45:00,Moderate,"TESTED, NOT BROKEN",8.63
SAIL,15,demand,2025-12-30 11:30:00,Explosive,UNTESTED,8.69
TARIL,30,demand,2026-01-02 10:45:00,Explosive,UNTESTED,8.69
GSPL,15,demand,2025-12-31 09:30:00,Explosive,UNTESTED,8.76
GSPL,30,demand,2025-12-31 09:45:00,Explosive,UNTESTED,8.76
NTPC,15,demand,2025-12-26 10:45:00,Strong,"TESTED, NOT BROKEN",8.86
IDBI,30,demand,2026-01-02 11:15:00,Strong,UNTESTED,9.18
KNRCON,30,supply,2025-12-29 09:45:00,Explosive,UNTESTED,9.43
TARIL,15,demand,2026-01-01 14:45:00,Strong,"TESTED, NOT BROKEN",9.54
INDIANB,15,demand,2025-12-30 10:15:00,Strong,UNTESTED,9.91
TORNTPOWER,15,demand,2025-12-31 09:30:00,Strong,UNTESTED,10.27
GUJGASLTD,30,demand,2025-12-31 09:45:00,Explosive,UNTESTED,11.21
GUJGASLTD,15,demand,2025-12-31 09:30:00,Explosive,UNTESTED,11.21
SAIL,30,demand,2025-12-29 09:45:00,Explosive,UNTESTED,11.33
ANANTRAJ,15,demand,2025-12-30 12:30:00,Strong,"TESTED, NOT BROKEN",11.41
IDBI,30,demand,2025-12-31 09:45:00,Explosive,UNTESTED,12.95
HINDCOPPER,15,demand,2025-12-26 14:15:00,Strong,"TESTED, NOT BROKEN",14.63
TARIL,30,demand,2026-01-01 09:45:00,Explosive,UNTESTED,16.86
TARIL,15,demand,2026-01-01 09:30:00,Explosive,UNTESTED,17.22
TARIL,30,demand,2025-12-30 13:45:00,Moderate,"TESTED, NOT BROKEN",18.51
BDL,15,demand,2026-01-01 15:00:00,Explosive,UNTESTED,


