symbol,timeframe,zone_type,entry_time,strength_remark,status,Diff %
TIINDIA,75,supply,2025-12-08 10:30:00,Explosive,"TESTED, NOT BROKEN",2.17
FORTIS,125,demand,2026-01-02 09:15:00,Moderate,UNTESTED,2.19
HBLENGINE,75,demand,2025-12-30 14:15:00,Strong,"TESTED, NOT BROKEN",2.19
DLF,75,supply,2025-12-08 10:30:00,Strong,UNTESTED,2.22
POWERGRID,125,demand,2026-01-01 11:20:00,Strong,"TESTED, NOT BROKEN",2.24
IREDA,25,demand,2026-01-02 11:20:00,Moderate,"TESTED, NOT BROKEN",2.25
MAXHEALTH,75,demand,2025-12-18 10:30:00,Moderate,"TESTED, NOT BROKEN",2.27
FIRSTCRY,125,demand,2025-12-11 13:25:00,Moderate,"TESTED, NOT BROKEN",2.27
FIRSTCRY,75,demand,2025-12-11 13:00:00,Moderate,"TESTED, NOT BROKEN",2.27
DBREALTY,75,demand,2026-01-02 09:15:00,Moderate,UNTESTED,2.27
POLICYBZR,75,supply,2026-01-01 14:15:00,Moderate,UNTESTED,2.28
AFCONS,75,supply,2025-12-16 14:15:00,Strong,UNTESTED,2.28
HAVELLS,125,demand,2025-12-22 09:15:00,Moderate,"TESTED, NOT BROKEN",2.29
DBREALTY,25,demand,2026-01-02 09:15:00,Strong,UNTESTED,2.29
SAMMAANCAP,25,demand,2026-01-02 10:05:00,Strong,"TESTED, NOT BROKEN",2.3
BAJAJFINSV,25,demand,2025-12-30 13:50:00,Explosive,UNTESTED,2.32
BAJAJFINSV,125,demand,2025-12-31 09:15:00,Explosive,UNTESTED,2.32
AUROPHARMA,25,demand,2026-01-01 14:40:00,Strong,UNTESTED,2.36
GLENMARK,75,demand,2026-01-02 09:15:00,Moderate,"TESTED, NOT BROKEN",2.36
BANDHANBNK,125,supply,2025-12-24 11:20:00,Moderate,UNTESTED,2.36
AUROPHARMA,75,demand,2026-01-02 09:15:00,Explosive,UNTESTED,2.36
GLENMARK,25,demand,2026-01-02 09:15:00,Moderate,"TESTED, NOT BROKEN",2.38
HINDUNILVR,75,demand,2025-12-31 10:30:00,Strong,UNTESTED,2.38
HCLTECH,125,supply,2025-12-16 11:20:00,Explosive,UNTESTED,2.39
ANGELONE,25,demand,2026-01-01 14:15:00,Strong,UNTESTED,2.4
IRFC,75,demand,2026-01-02 09:15:00,Moderate,UNTESTED,2.43
RCF,25,demand,2026-01-01 15:05:00,Moderate,UNTESTED,2.46
KEC,25,demand,2025-12-30 11:45:00,Explosive,UNTESTED,2.47
HBLENGINE,125,demand,2025-12-29 11:20:00,Strong,"TESTED, NOT BROKEN",2.49
LODHA,25,demand,2025-12-31 09:15:00,Moderate,"TESTED, NOT BROKEN",2.5
BSE,75,demand,2025-12-31 10:30:00,Strong,"TESTED, NOT BROKEN",2.5
TEJASNET,125,supply,2025-12-17 11:20:00,Moderate,UNTESTED,2.5
KOTAKBANK,75,demand,2025-12-10 10:30:00,Strong,UNTESTED,2.51
ACMESOLAR,75,demand,2025-12-31 10:30:00,Strong,UNTESTED,2.52
VMM,75,demand,2025-12-15 14:15:00,Strong,"TESTED, NOT BROKEN",2.53
CHOLAFIN,25,demand,2026-01-02 10:05:00,Moderate,UNTESTED,2.54
AUBANK,125,demand,2025-12-15 13:25:00,Moderate,"TESTED, NOT BROKEN",2.56
HUDCO,25,demand,2025-12-31 09:40:00,Moderate,"TESTED, NOT BROKEN",2.58
SBICARD,75,demand,2025-12-31 11:45:00,Moderate,UNTESTED,2.61
CUB,75,supply,2026-01-01 09:15:00,Explosive,UNTESTED,2.62
ACMESOLAR,125,demand,2025-12-22 13:25:00,Moderate,"TESTED, NOT BROKEN",2.64
VEDL,25,demand,2026-01-01 14:40:00,Strong,UNTESTED,2.64
AXISBANK,25,demand,2025-12-30 10:30:00,Strong,UNTESTED,2.67
FIRSTCRY,75,demand,2025-12-30 14:15:00,Moderate,UNTESTED,2.67
NAUKRI,75,demand,2025-12-19 14:15:00,Strong,UNTESTED,2.69
MAXHEALTH,75,supply,2025-12-08 10:30:00,Strong,"TESTED, NOT BROKEN",2.7
TATAPOWER,75,demand,2026-01-02 10:30:00,Strong,UNTESTED,2.71
BALKRISIND,25,demand,2025-12-31 13:50:00,Moderate,"TESTED, NOT BROKEN",2.72
HBLENGINE,25,demand,2025-12-30 13:00:00,Strong,UNTESTED,2.76
GRANULES,25,demand,2025-12-31 13:25:00,Moderate,"TESTED, NOT BROKEN",2.76
GRANULES,25,demand,2026-01-01 09:15:00,Explosive,UNTESTED,2.78
BANKBARODA,25,demand,2026-01-01 10:05:00,Explosive,UNTESTED,2.79
RELIANCE,25,demand,2025-12-31 11:20:00,Explosive,UNTESTED,2.81
HINDZINC,25,supply,2025-12-29 12:10:00,Moderate,UNTESTED,2.81
HINDPETRO,25,demand,2025-12-31 11:20:00,Strong,UNTESTED,2.82
AUBANK,75,demand,2025-12-29 14:15:00,Strong,UNTESTED,2.84
DLF,75,demand,2025-12-31 09:15:00,Moderate,UNTESTED,2.84
HCLTECH,75,supply,2025-12-08 14:15:00,Moderate,"TESTED, NOT BROKEN",2.84
CYIENT,125,supply,2025-12-24 11:20:00,Moderate,UNTESTED,2.85
BEL,125,demand,2025-12-31 09:15:00,Strong,UNTESTED,2.86
JMFINANCIL,25,demand,2025-12-30 13:00:00,Explosive,UNTESTED,2.86
REDINGTON,75,demand,2025-12-30 14:15:00,Explosive,"TESTED, NOT BROKEN",2.86
TMPV,75,demand,2025-12-30 10:30:00,Explosive,UNTESTED,2.86
GLENMARK,25,demand,2025-12-30 13:50:00,Explosive,"TESTED, NOT BROKEN",2.9
GLENMARK,75,demand,2025-12-30 14:15:00,Explosive,"TESTED, NOT BROKEN",2.9
KALYANKJIL,75,demand,2025-12-30 14:15:00,Strong,"TESTED, NOT BROKEN",2.91
CUB,25,supply,2025-12-31 14:40:00,Strong,UNTESTED,2.92
CHENNPETRO,125,demand,2025-12-31 11:20:00,Moderate,UNTESTED,2.92
CHENNPETRO,75,demand,2025-12-31 10:30:00,Strong,UNTESTED,2.92
M&MFIN,25,demand,2025-12-30 11:20:00,Explosive,UNTESTED,2.93
VMM,75,demand,2025-12-12 11:45:00,Moderate,"TESTED, NOT BROKEN",2.94
BPCL,25,demand,2025-12-31 09:40:00,Moderate,UNTESTED,2.94
IOC,125,demand,2025-12-31 11:20:00,Explosive,UNTESTED,2.96
IOC,75,demand,2025-12-31 10:30:00,Explosive,UNTESTED,2.96
VOLTAS,75,demand,2026-01-02 10:30:00,Explosive,UNTESTED,2.97
VOLTAS,125,demand,2026-01-02 11:20:00,Explosive,UNTESTED,2.97
NCC,125,demand,2025-12-31 11:20:00,Explosive,UNTESTED,2.98
RELIANCE,125,demand,2025-12-31 11:20:00,Moderate,UNTESTED,2.98
BHEL,25,demand,2026-01-01 11:20:00,Moderate,"TESTED, NOT BROKEN",2.99
ONGC,75,demand,2025-12-31 10:30:00,Explosive,UNTESTED,2.99
GAIL,75,demand,2025-12-31 09:15:00,Moderate,UNTESTED,3.02
GRSE,25,supply,2025-12-29 12:35:00,Moderate,UNTESTED,3.03
IOC,25,demand,2025-12-31 09:40:00,Explosive,UNTESTED,3.04
ADANIPOWER,25,demand,2026-01-01 10:05:00,Explosive,UNTESTED,3.07
KPITTECH,125,supply,2025-12-16 11:20:00,Strong,UNTESTED,3.07
SCI,25,demand,2025-12-30 13:50:00,Explosive,"TESTED, NOT BROKEN",3.11
CASTROLIND,75,demand,2025-12-24 13:00:00,Explosive,UNTESTED,3.12
IRCON,25,demand,2025-12-31 09:40:00,Explosive,UNTESTED,3.13
JIOFIN,75,demand,2025-12-31 09:15:00,Moderate,UNTESTED,3.13
IRFC,75,demand,2025-12-31 09:15:00,Moderate,"TESTED, NOT BROKEN",3.14
PAYTM,125,demand,2025-12-15 09:15:00,Moderate,"TESTED, NOT BROKEN",3.14
GODREJCP,125,demand,2025-12-23 11:20:00,Strong,UNTESTED,3.14
TECHM,75,demand,2025-12-12 09:15:00,Strong,UNTESTED,3.15
LAURUSLABS,125,demand,2025-12-24 11:20:00,Moderate,UNTESTED,3.16
LAURUSLABS,75,demand,2025-12-24 10:30:00,Strong,UNTESTED,3.16
PRESTIGE,75,supply,2025-12-08 10:30:00,Explosive,UNTESTED,3.17
ADANIENT,25,demand,2025-12-30 13:50:00,Strong,"TESTED, NOT BROKEN",3.18
JIOFIN,25,demand,2025-12-31 09:15:00,Strong,UNTESTED,3.18
JMFINANCIL,25,demand,2025-12-30 09:40:00,Explosive,"TESTED, NOT BROKEN",3.19
GODREJCP,75,demand,2025-12-26 10:30:00,Moderate,UNTESTED,3.22
SUNPHARMA,75,supply,2025-12-18 10:30:00,Explosive,UNTESTED,3.22
GMRAIRPORT,75,demand,2025-12-30 14:15:00,Explosive,UNTESTED,3.25
GMRAIRPORT,25,demand,2025-12-30 13:50:00,Explosive,UNTESTED,3.25
SBILIFE,25,demand,2025-12-31 09:15:00,Explosive,"TESTED, NOT BROKEN",3.26
FIRSTCRY,125,demand,2025-12-09 11:20:00,Explosive,UNTESTED,3.29
FIRSTCRY,75,demand,2025-12-09 10:30:00,Explosive,UNTESTED,3.29
HUDCO,75,demand,2025-12-30 14:15:00,Moderate,"TESTED, NOT BROKEN",3.29
SUNPHARMA,125,supply,2025-12-18 11:20:00,Explosive,UNTESTED,3.32
SWIGGY,125,supply,2025-12-18 09:15:00,Moderate,UNTESTED,3.37
MOTHERSON,125,demand,2025-12-19 11:20:00,Explosive,UNTESTED,3.38
BANDHANBNK,75,supply,2025-12-22 14:15:00,Explosive,"TESTED, NOT BROKEN",3.39
ADANIENSOL,25,demand,2025-12-31 14:15:00,Strong,"TESTED, NOT BROKEN",3.41
HINDALCO,75,demand,2026-01-02 10:30:00,Explosive,UNTESTED,3.41
HINDALCO,25,demand,2026-01-02 09:40:00,Explosive,UNTESTED,3.41
BIKAJI,25,supply,2025-12-30 15:05:00,Moderate,UNTESTED,3.46
NCC,25,demand,2025-12-31 09:40:00,Explosive,UNTESTED,3.47
ITC,25,supply,2026-01-02 09:40:00,Explosive,UNTESTED,3.49
SYRMA,25,demand,2026-01-01 13:50:00,Moderate,"TESTED, NOT BROKEN",3.49
CHOLAFIN,25,demand,2026-01-01 15:05:00,Moderate,"TESTED, NOT BROKEN",3.5
ADANIENSOL,25,demand,2025-12-30 15:05:00,Strong,"TESTED, NOT BROKEN",3.51
KARURVYSYA,75,demand,2026-01-01 13:00:00,Explosive,UNTESTED,3.52
SBICARD,75,demand,2025-12-18 11:45:00,Moderate,"TESTED, NOT BROKEN",3.52
PFC,25,demand,2026-01-02 09:15:00,Explosive,UNTESTED,3.58
KARURVYSYA,25,demand,2026-01-01 12:35:00,Explosive,UNTESTED,3.6
RCF,25,demand,2025-12-30 10:05:00,Explosive,UNTESTED,3.61
POLICYBZR,25,supply,2025-12-31 09:40:00,Strong,UNTESTED,3.64
ANGELONE,75,supply,2025-12-29 10:30:00,Moderate,UNTESTED,3.65
INDUSINDBK,25,demand,2026-01-01 10:55:00,Strong,UNTESTED,3.66
ADANIGREEN,75,demand,2025-12-30 14:15:00,Strong,UNTESTED,3.66
OIL,25,demand,2025-12-31 09:40:00,Explosive,UNTESTED,3.67
INDUSINDBK,125,demand,2026-01-01 11:20:00,Strong,UNTESTED,3.71
BHARATFORG,125,demand,2025-12-22 09:15:00,Explosive,UNTESTED,3.72
GODREJCP,75,demand,2025-12-23 10:30:00,Explosive,"TESTED, NOT BROKEN",3.72
IRFC,125,demand,2025-12-26 11:20:00,Explosive,"TESTED, NOT BROKEN",3.72
PPLPHARMA,25,demand,2026-01-02 10:55:00,Strong,UNTESTED,3.76
PRESTIGE,75,demand,2025-12-31 09:15:00,Strong,UNTESTED,3.76
TMPV,75,demand,2025-12-29 09:15:00,Explosive,UNTESTED,3.79
TMPV,125,demand,2025-12-29 09:15:00,Strong,UNTESTED,3.79
MOTHERSON,75,demand,2025-12-19 10:30:00,Explosive,UNTESTED,3.8
CGPOWER,75,supply,2025-12-17 13:00:00,Moderate,"TESTED, NOT BROKEN",3.82
JUBLFOOD,75,supply,2025-12-16 10:30:00,Strong,"TESTED, NOT BROKEN",3.84
APOLLOTYRE,75,supply,2025-12-11 10:30:00,Strong,"TESTED, NOT BROKEN",3.87
APOLLOTYRE,125,supply,2025-12-11 11:20:00,Moderate,UNTESTED,3.87
NATIONALUM,125,demand,2026-01-02 11:20:00,Strong,UNTESTED,3.88
WHIRLPOOL,125,supply,2025-12-24 11:20:00,Strong,UNTESTED,3.92
POWERGRID,75,demand,2025-12-31 10:30:00,Explosive,UNTESTED,3.95
POWERGRID,125,demand,2025-12-31 11:20:00,Strong,UNTESTED,3.95
KPITTECH,125,supply,2025-12-15 13:25:00,Moderate,UNTESTED,3.95
HBLENGINE,25,demand,2025-12-29 09:40:00,Explosive,"TESTED, NOT BROKEN",3.95
GODREJPROP,75,demand,2025-12-09 11:45:00,Moderate,"TESTED, NOT BROKEN",4.03
DBREALTY,125,demand,2025-12-22 09:15:00,Strong,"TESTED, NOT BROKEN",4.06
SAMMAANCAP,75,demand,2025-12-31 10:30:00,Moderate,UNTESTED,4.06
HDFCAMC,125,demand,2025-12-18 11:20:00,Explosive,UNTESTED,4.07
HDFCAMC,75,demand,2025-12-18 10:30:00,Explosive,UNTESTED,4.07
BANKBARODA,75,demand,2025-12-31 10:30:00,Strong,UNTESTED,4.08
HINDALCO,75,demand,2026-01-01 11:45:00,Moderate,UNTESTED,4.17
HINDALCO,25,demand,2026-01-01 10:55:00,Moderate,UNTESTED,4.17
BEL,125,demand,2025-12-19 11:20:00,Moderate,UNTESTED,4.2
SBIN,75,demand,2025-12-17 10:30:00,Moderate,"TESTED, NOT BROKEN",4.24
SBIN,125,demand,2025-12-17 11:20:00,Strong,"TESTED, NOT BROKEN",4.24
BIKAJI,75,demand,2025-12-10 10:30:00,Explosive,UNTESTED,4.28
CHOLAFIN,25,demand,2026-01-01 10:55:00,Explosive,UNTESTED,4.34
OIL,125,demand,2025-12-31 09:15:00,Moderate,UNTESTED,4.35
SWIGGY,125,supply,2025-12-23 11:20:00,Strong,UNTESTED,4.36
INDHOTEL,75,demand,2025-12-18 11:45:00,Moderate,UNTESTED,4.37
PNBHOUSING,125,demand,2026-01-01 11:20:00,Strong,UNTESTED,4.39
CONCOR,75,demand,2025-12-26 10:30:00,Explosive,UNTESTED,4.49
OIL,75,demand,2025-12-30 14:15:00,Strong,UNTESTED,4.49
ASHOKLEY,125,demand,2026-01-01 11:20:00,Strong,UNTESTED,4.51
GODREJPROP,75,demand,2025-12-31 10:30:00,Explosive,UNTESTED,4.54
PPLPHARMA,75,demand,2026-01-02 10:30:00,Moderate,UNTESTED,4.58
PAYTM,125,demand,2025-12-18 13:25:00,Moderate,UNTESTED,4.58
ADANIENSOL,75,demand,2025-12-30 14:15:00,Moderate,UNTESTED,4.58
ADANIPOWER,25,demand,2025-12-30 11:45:00,Explosive,"TESTED, NOT BROKEN",4.58
BHARATFORG,125,demand,2025-12-15 09:15:00,Strong,UNTESTED,4.6
ASHOKLEY,75,demand,2026-01-01 10:30:00,Explosive,UNTESTED,4.62
SHRIRAMFIN,125,demand,2025-12-30 11:20:00,Moderate,UNTESTED,4.63
CASTROLIND,125,demand,2025-12-18 13:25:00,Moderate,UNTESTED,4.64
GPPL,125,supply,2025-12-26 11:20:00,Explosive,UNTESTED,4.65
ETERNAL,75,supply,2025-12-16 10:30:00,Explosive,UNTESTED,4.67
GPIL,25,demand,2025-12-30 10:05:00,Moderate,UNTESTED,4.67
ETERNAL,125,supply,2025-12-16 11:20:00,Explosive,UNTESTED,4.67
INDUSINDBK,25,demand,2025-12-31 13:00:00,Moderate,UNTESTED,4.68
GPPL,75,supply,2025-12-26 10:30:00,Explosive,UNTESTED,4.68
PNB,25,demand,2025-12-29 11:45:00,Strong,"TESTED, NOT BROKEN",4.71
RECLTD,25,demand,2026-01-01 13:50:00,Moderate,UNTESTED,4.72
TATAPOWER,75,demand,2025-12-31 10:30:00,Strong,UNTESTED,4.72
TATASTEEL,25,demand,2025-12-30 13:50:00,Strong,UNTESTED,4.73
KFINTECH,75,demand,2025-12-11 10:30:00,Explosive,"TESTED, NOT BROKEN",4.77
HINDPETRO,125,demand,2025-12-31 11:20:00,Explosive,UNTESTED,4.78
ASHOKLEY,25,demand,2026-01-01 09:40:00,Explosive,UNTESTED,4.81
IEX,75,supply,2025-12-24 14:15:00,Explosive,UNTESTED,4.82
APOLLOTYRE,75,supply,2025-12-10 11:45:00,Moderate,UNTESTED,4.82
MRPL,25,demand,2025-12-31 10:05:00,Strong,UNTESTED,4.82
KARURVYSYA,25,demand,2025-12-31 10:30:00,Strong,UNTESTED,4.84
PETRONET,75,demand,2025-12-29 14:15:00,Strong,"TESTED, NOT BROKEN",4.85
BHEL,75,demand,2025-12-31 11:45:00,Moderate,UNTESTED,4.86
BHARATFORG,75,demand,2025-12-19 10:30:00,Explosive,UNTESTED,4.89
BHARATFORG,125,demand,2025-12-19 11:20:00,Strong,UNTESTED,4.89
PETRONET,25,demand,2025-12-29 13:50:00,Moderate,"TESTED, NOT BROKEN",4.9
ASIANPAINT,75,supply,2025-12-09 10:30:00,Explosive,UNTESTED,4.91
BEL,75,demand,2025-12-19 10:30:00,Strong,UNTESTED,4.93
HINDPETRO,75,demand,2025-12-31 10:30:00,Strong,UNTESTED,4.95
GPIL,75,demand,2025-12-30 10:30:00,Explosive,UNTESTED,4.98
SAMMAANCAP,25,demand,2025-12-31 09:40:00,Explosive,UNTESTED,4.99
JSWINFRA,125,demand,2025-12-15 09:15:00,Explosive,UNTESTED,5.01
VOLTAS,25,demand,2025-12-31 12:35:00,Moderate,"TESTED, NOT BROKEN",5.02
APOLLOTYRE,75,supply,2025-12-08 13:00:00,Strong,UNTESTED,5.02
BPCL,125,demand,2025-12-17 09:15:00,Explosive,UNTESTED,5.02
JSWENERGY,25,demand,2026-01-01 10:05:00,Explosive,UNTESTED,5.03
TATAPOWER,25,demand,2025-12-30 13:50:00,Moderate,"TESTED, NOT BROKEN",5.07
CASTROLIND,75,demand,2025-12-22 09:15:00,Moderate,"TESTED, NOT BROKEN",5.07
MANAPPURAM,75,demand,2025-12-24 10:30:00,Explosive,UNTESTED,5.07
MANAPPURAM,125,demand,2025-12-24 11:20:00,Explosive,UNTESTED,5.07
NATIONALUM,75,demand,2026-01-02 09:15:00,Strong,UNTESTED,5.09
PETRONET,125,demand,2025-12-23 11:20:00,Explosive,"TESTED, NOT BROKEN",5.11
PETRONET,75,demand,2025-12-23 10:30:00,Explosive,"TESTED, NOT BROKEN",5.11
IREDA,75,demand,2026-01-02 10:30:00,Explosive,UNTESTED,5.14
CANBK,75,demand,2025-12-17 10:30:00,Explosive,"TESTED, NOT BROKEN",5.18
TMPV,125,demand,2025-12-22 09:15:00,Strong,UNTESTED,5.2
ENGINERSIN,75,demand,2025-12-22 09:15:00,Explosive,UNTESTED,5.27
TORNTPOWER,75,demand,2026-01-02 10:30:00,Explosive,UNTESTED,5.31
FORTIS,75,demand,2025-12-19 10:30:00,Explosive,UNTESTED,5.31
TMPV,75,demand,2025-12-22 09:15:00,Explosive,UNTESTED,5.32
AMBUJACEM,75,demand,2025-12-12 10:30:00,Strong,"TESTED, NOT BROKEN",5.33
GLENMARK,125,demand,2025-12-22 09:15:00,Strong,UNTESTED,5.35
IRFC,75,demand,2025-12-26 10:30:00,Explosive,UNTESTED,5.36
HINDALCO,25,demand,2025-12-30 12:10:00,Moderate,UNTESTED,5.36
RVNL,75,demand,2025-12-26 10:30:00,Explosive,UNTESTED,5.39
JSWENERGY,75,demand,2026-01-01 10:30:00,Explosive,UNTESTED,5.4
JSWENERGY,125,demand,2026-01-01 11:20:00,Explosive,UNTESTED,5.4
NBCC,75,demand,2025-12-26 10:30:00,Explosive,UNTESTED,5.41
NBCC,125,demand,2025-12-26 11:20:00,Explosive,UNTESTED,5.41
RVNL,125,demand,2025-12-26 11:20:00,Explosive,UNTESTED,5.42
KPITTECH,75,supply,2025-12-15 10:30:00,Explosive,"TESTED, NOT BROKEN",5.43
BANKBARODA,75,demand,2025-12-30 14:15:00,Moderate,UNTESTED,5.45
PNBHOUSING,25,demand,2025-12-31 13:00:00,Strong,"TESTED, NOT BROKEN",5.45
ASIANPAINT,75,supply,2025-12-08 14:15:00,Moderate,UNTESTED,5.45
JINDALSAW,75,demand,2025-12-22 10:30:00,Strong,UNTESTED,5.54
UNIONBANK,25,demand,2025-12-30 10:30:00,Explosive,UNTESTED,5.54
GRSE,75,demand,2025-12-22 10:30:00,Moderate,UNTESTED,5.58
VOLTAS,25,demand,2025-12-31 10:30:00,Moderate,UNTESTED,5.58
ADANIENSOL,75,demand,2025-12-26 10:30:00,Strong,"TESTED, NOT BROKEN",5.6
DABUR,125,demand,2025-12-31 11:20:00,Explosive,UNTESTED,5.64
DABUR,75,demand,2025-12-31 10:30:00,Explosive,UNTESTED,5.64
DABUR,25,demand,2025-12-31 09:40:00,Explosive,UNTESTED,5.64
LTF,75,demand,2025-12-30 14:15:00,Moderate,"TESTED, NOT BROKEN",5.65
GLENMARK,75,demand,2025-12-19 14:15:00,Strong,UNTESTED,5.67
CUB,125,demand,2025-12-17 11:20:00,Moderate,UNTESTED,5.71
KARURVYSYA,75,demand,2025-12-31 09:15:00,Strong,"TESTED, NOT BROKEN",5.71
NYKAA,75,demand,2025-12-22 10:30:00,Explosive,UNTESTED,5.72
INDUSINDBK,25,demand,2025-12-31 11:20:00,Strong,UNTESTED,5.73
TORNTPOWER,25,demand,2026-01-01 14:15:00,Moderate,"TESTED, NOT BROKEN",5.79
INDIANB,125,demand,2025-12-31 11:20:00,Strong,UNTESTED,5.8
INDIANB,75,demand,2025-12-31 10:30:00,Moderate,UNTESTED,5.8
CONCOR,125,demand,2025-12-15 09:15:00,Moderate,UNTESTED,5.84
BANKINDIA,75,demand,2025-12-30 14:15:00,Strong,UNTESTED,5.85
BAJFINANCE,75,supply,2025-12-08 09:15:00,Moderate,UNTESTED,5.94
LTF,25,demand,2025-12-30 13:50:00,Moderate,UNTESTED,6.0
NATIONALUM,125,demand,2025-12-31 09:15:00,Explosive,UNTESTED,6.0
NATIONALUM,75,demand,2025-12-30 14:15:00,Moderate,UNTESTED,6.0
BANKBARODA,25,demand,2025-12-30 10:05:00,Moderate,"TESTED, NOT BROKEN",6.03
KARURVYSYA,25,demand,2025-12-30 14:40:00,Strong,UNTESTED,6.1
M&MFIN,125,demand,2025-12-22 11:20:00,Strong,UNTESTED,6.12
M&MFIN,75,demand,2025-12-22 10:30:00,Strong,"TESTED, NOT BROKEN",6.12
PNBHOUSING,75,demand,2025-12-30 09:15:00,Moderate,"TESTED, NOT BROKEN",6.17
NTPC,25,demand,2026-01-01 10:05:00,Moderate,UNTESTED,6.2
POLICYBZR,125,supply,2025-12-16 11:20:00,Explosive,"TESTED, NOT BROKEN",6.21
GODREJCP,125,demand,2025-12-16 09:15:00,Moderate,UNTESTED,6.29
PNBHOUSING,75,demand,2025-12-24 10:30:00,Explosive,"TESTED, NOT BROKEN",6.33
PNBHOUSING,125,demand,2025-12-24 11:20:00,Explosive,"TESTED, NOT BROKEN",6.33
AWL,75,supply,2025-12-08 10:30:00,Moderate,"TESTED, NOT BROKEN",6.46
GMRAIRPORT,75,demand,2025-12-09 10:30:00,Moderate,UNTESTED,6.49
JINDALSTEL,25,demand,2025-12-30 13:50:00,Strong,UNTESTED,6.5
GODREJCP,125,demand,2025-12-15 11:20:00,Moderate,UNTESTED,6.54
LEMONTREE,125,supply,2025-12-08 13:25:00,Moderate,UNTESTED,6.56
IEX,75,supply,2025-12-08 11:45:00,Moderate,"TESTED, NOT BROKEN",6.57
SAIL,75,demand,2025-12-30 14:15:00,Strong,UNTESTED,6.58
SAIL,25,demand,2025-12-30 13:25:00,Moderate,UNTESTED,6.58
HUDCO,125,demand,2025-12-26 11:20:00,Explosive,UNTESTED,6.63
BHARATFORG,125,demand,2025-12-11 11:20:00,Strong,UNTESTED,6.65
UPL,75,demand,2025-12-22 10:30:00,Strong,UNTESTED,6.66
VEDL,125,demand,2025-12-22 09:15:00,Moderate,UNTESTED,6.7
GODREJCP,75,demand,2025-12-15 10:30:00,Strong,"TESTED, NOT BROKEN",6.72
TORNTPOWER,75,demand,2026-01-01 11:45:00,Strong,UNTESTED,6.74
IIFL,25,demand,2025-12-30 13:50:00,Moderate,"TESTED, NOT BROKEN",6.92
HINDALCO,125,demand,2025-12-24 11:20:00,Moderate,"TESTED, NOT BROKEN",6.92
ANANTRAJ,75,demand,2025-12-31 11:45:00,Moderate,"TESTED, NOT BROKEN",6.93
COALINDIA,75,demand,2026-01-02 10:30:00,Explosive,UNTESTED,6.96
IIFL,75,demand,2025-12-31 11:45:00,Moderate,UNTESTED,6.98
RVNL,75,demand,2025-12-23 11:45:00,Strong,"TESTED, NOT BROKEN",6.99
GMRAIRPORT,125,demand,2025-12-12 11:20:00,Explosive,UNTESTED,6.99
COALINDIA,25,demand,2026-01-02 09:40:00,Explosive,UNTESTED,7.06
JINDALSTEL,25,demand,2025-12-30 13:00:00,Explosive,UNTESTED,7.14
UNOMINDA,75,demand,2025-12-19 10:30:00,Moderate,UNTESTED,7.2
GPIL,75,demand,2025-12-26 13:00:00,Strong,"TESTED, NOT BROKEN",7.2
SWSOLAR,125,demand,2025-12-12 09:15:00,Strong,UNTESTED,7.22
TARIL,75,demand,2026-01-02 11:45:00,Explosive,UNTESTED,7.26
TARIL,25,demand,2026-01-02 10:55:00,Explosive,UNTESTED,7.28
PNB,125,demand,2025-12-17 11:20:00,Explosive,UNTESTED,7.3
GRANULES,125,demand,2025-12-16 13:25:00,Moderate,UNTESTED,7.31
BHEL,125,demand,2025-12-12 11:20:00,Strong,"TESTED, NOT BROKEN",7.34
LEMONTREE,75,supply,2025-12-08 13:00:00,Explosive,"TESTED, NOT BROKEN",7.34
DABUR,25,demand,2025-12-30 12:35:00,Strong,UNTESTED,7.36
POONAWALLA,75,demand,2025-12-22 09:15:00,Strong,UNTESTED,7.36
POONAWALLA,125,demand,2025-12-22 09:15:00,Moderate,UNTESTED,7.36
NYKAA,75,demand,2025-12-19 14:15:00,Explosive,UNTESTED,7.38
PFC,75,demand,2025-12-31 10:30:00,Explosive,UNTESTED,7.42
JSWSTEEL,25,demand,2025-12-30 13:50:00,Explosive,UNTESTED,7.45
PFC,25,demand,2025-12-31 09:40:00,Explosive,UNTESTED,7.49
BHEL,25,demand,2025-12-30 11:20:00,Moderate,UNTESTED,7.67
INDUSINDBK,125,demand,2025-12-19 13:25:00,Moderate,"TESTED, NOT BROKEN",7.7
IREDA,25,demand,2025-12-30 13:50:00,Moderate,UNTESTED,7.71
COALINDIA,25,demand,2025-12-31 09:40:00,Strong,"TESTED, NOT BROKEN",7.72
MANAPPURAM,125,demand,2025-12-22 09:15:00,Strong,UNTESTED,7.74
ENGINERSIN,125,demand,2025-12-09 11:20:00,Moderate,UNTESTED,7.77
JINDALSAW,75,demand,2025-12-12 14:15:00,Strong,UNTESTED,7.81
INDUSINDBK,25,demand,2025-12-30 13:50:00,Strong,UNTESTED,7.82
IDBI,75,demand,2026-01-02 11:45:00,Explosive,UNTESTED,7.84
VOLTAS,75,demand,2025-12-09 13:00:00,Moderate,UNTESTED,7.85
TATASTEEL,125,demand,2025-12-29 11:20:00,Explosive,UNTESTED,7.89
POLICYBZR,75,supply,2025-12-10 11:45:00,Moderate,UNTESTED,7.92
GSPL,125,demand,2025-12-31 11:20:00,Explosive,UNTESTED,7.93
TATASTEEL,75,demand,2025-12-29 10:30:00,Explosive,UNTESTED,7.93
GSPL,25,demand,2025-12-31 09:40:00,Explosive,UNTESTED,7.93
